INSEE_COM;NOM_COM;NB_IRIS
59400;Merville;4
59410;Mons-en-Baroeul;11
59414;Montigny-en-Ostrevent;2
59421;Mouvaux;5
59426;Neuville-en-Ferrain;5
59431;Nieppe;2
59447;Onnaing;4
59449;Orchies;3
59452;Ostricourt;2
59456;Pecquencourt;3
59457;Pérenchies;3
59459;Petite-Forêt;2
59482;Quesnoy-sur-Deûle;2
59484;Quiévrechain;2
59491;Raismes;6
59507;Ronchin;10
59508;Roncq;7
59509;Roost-Warendin;3
59512;Roubaix;38
59524;Sainghin-en-Weppes;2
59526;Saint-Amand-les-Eaux;6
59527;Saint-André-lez-Lille;6
59544;Saint-Saulve;5
59553;Santes;2
59560;Seclin;5
59569;Sin-le-Noble;6
59571;Solesmes;2
59574;Somain;4
59586;Templeuve;2
59588;Téteghem;3
59599;Tourcoing;41
59603;Trith-Saint-Léger;2
59606;Valenciennes;16
59616;Vieux-Condé;5
59632;Wallers;2
59636;Wambrechies;4
59646;Wasquehal;8
59648;Wattignies;8
59650;Wattrelos;19
59653;Wavrin;3
59654;Waziers;3
59663;Wormhout;2
60057;Beauvais;18
60139;Chambly;3
60141;Chantilly;5
60157;Clermont;4
60159;Compiègne;19
60175;Creil;14
60176;Crépy-en-Valois;7
60282;Gouvieux;4
60346;Lamorlaye;2
60360;Liancourt;3
60382;Margny-lès-Compiègne;3
60395;Méru;6
60414;Montataire;6
60439;Mouy;2
60463;Nogent-sur-Oise;8
60471;Noyon;7
60509;Pont-Sainte-Maxence;5
60612;Senlis;7
60684;Villers-Saint-Paul;2
61001;Alençon;14
61006;Argentan;9
61168;La Ferté-Macé;3
61169;Flers;7
61214;L'Aigle;5
62004;Achicourt;3
62014;Aire-sur-la-Lys;4
62033;Annay;2
62035;Annezin;2
62040;Arques;2
62041;Arras;16
62048;Auchel;6
62065;Avion;7
62083;Barlin;3
62108;Berck;7
62119;Béthune;8
62126;Beuvry;4
62133;Billy-Montigny;4
62139;Blendecques;2
62160;Boulogne-sur-Mer;18
62178;Bruay-la-Buissière;10
62186;Bully-les-Mines;6
62193;Calais;31
62194;Calonne-Ricouart;2
62215;Carvin;6
62244;Coulogne;2
62249;Courcelles-lès-Lens;3
62250;Courrières;5
62263;Dainville;2
62268;Desvres;2
62270;Divion;3
62274;Dourges;2
62276;Douvrin;2
62318;Étaples;3
62351;Fouquières-lès-Lens;3
62386;Grenay;3
62397;Guînes;3
62400;Haillicourt;2
62413;Harnes;7
62427;Hénin-Beaumont;11
62443;Hersin-Coupigny;2
62457;Houdain;3
62473;Isbergues;4
62497;Leforest;3
62498;Lens;17
62510;Liévin;17
62516;Lillers;4
62523;Loison-sous-Lens;2
62525;Longuenesse;5
62528;Loos-en-Gohelle;3
62548;Marck;4
62555;Marles-les-Mines;2
62563;Mazingarbe;3
62570;Méricourt;6
62587;Montigny-en-Gohelle;4
62617;Noeux-les-Mines;5
62624;Noyelles-Godault;2
62628;Noyelles-sous-Lens;3
62637;Oignies;5
62643;Outreau;8
62645;Oye-Plage;2
62667;Le Portel;4
62724;Rouvroy;4
62737;Sains-en-Gohelle;2
62753;Saint-Laurent-Blangy;2
62758;Saint-Martin-Boulogne;5
62764;Saint-Nicolas;2
62765;Saint-Omer;5
62767;Saint-Pol-sur-Ternoise;2
62771;Sallaumines;4
62826;Le Touquet-Paris-Plage;2
62842;Vendin-le-Vieil;3
62893;Wimereux;3
62895;Wingles;3
62907;Libercourt;4
63003;Ambert;2
63014;Aubière;5
63032;Beaumont;5
63063;Cébazat;4
63069;Le Cendre;2
63070;Ceyrat;2
63075;Chamalières;8
63103;Châtel-Guyon;2
63113;Clermont-Ferrand;42
63124;Cournon-d'Auvergne;8
63164;Gerzat;6
63178;Issoire;8
63193;Lempdes;5
63284;Pont-du-Château;4
63300;Riom;11
63307;Romagnat;3
63430;Thiers;7
64024;Anglet;15
64102;Bayonne;18
64122;Biarritz;12
64129;Billère;7
64140;Boucau;3
64189;Ciboure;2
64256;Hasparren;2
64260;Hendaye;4
64284;Jurançon;3
64335;Lescar;4
64348;Lons;5
64410;Mourenx;2
64422;Oloron-Sainte-Marie;5
64430;Orthez;5
64445;Pau;31
64483;Saint-Jean-de-Luz;6
64545;Urrugne;3
65047;Aureilhan;2
65059;Bagnères-de-Bigorre;5
65258;Lannemezan;3
65286;Lourdes;10
65440;Tarbes;24
66008;Argelès-sur-Mer;4
66016;Banyuls-sur-Mer;2
66021;Bompas;3
66024;Le Boulou;2
66028;Cabestany;4
66037;Canet-en-Roussillon;4
66038;Canohès;2
66049;Céret;3
66065;Elne;3
66088;Ille-sur-Têt;3
66136;Perpignan;47
66141;Pia;2
66148;Port-Vendres;2
66149;Prades;3
66164;Rivesaltes;4
66171;Saint-Cyprien;4
66172;Saint-Estève;6
66180;Saint-Laurent-de-la-Salanque;3
66195;Le Soler;2
66210;Thuir;3
66213;Toulouges;2
67021;Barr;2
67043;Bischheim;8
67046;Bischwiller;5
67067;Brumath;4
67118;Eckbolsheim;2
67130;Erstein;4
67152;Geispolsheim;2
67180;Haguenau;16
67204;Hoenheim;5
67218;Illkirch-Graffenstaden;10
67267;Lingolsheim;7
67300;Molsheim;4
67309;Mundolsheim;2
67313;Mutzig;2
67348;Obernai;5
67365;Ostwald;5
67388;Reichshoffen;2
67437;Saverne;6
67447;Schiltigheim;12
67462;Sélestat;9
67471;Souffelweyersheim;2
67482;Strasbourg;116
67506;Vendenheim;2
67519;La Wantzenau;2
67520;Wasselonne;2
67544;Wissembourg;5
68004;Altkirch;2
68056;Brunstatt;2
68063;Cernay;5
68066;Colmar;26
68112;Guebwiller;5
68145;Horbourg-Wihr;2
68149;Huningue;2
68154;Illzach;7
68166;Kingersheim;6
68195;Lutterbach;2
68224;Mulhouse;43
68256;Pfastatt;3
68271;Riedisheim;5
68278;Rixheim;6
68297;Saint-Louis;8
68298;Sainte-Marie-aux-Mines;2
68300;Sausheim;2
68315;Soultz-Haut-Rhin;4
68334;Thann;4
68374;Wintzenheim;3
68375;Wittelsheim;5
68376;Wittenheim;6
69006;Amplepuis;2
69010;L'Arbresle;2
69019;Belleville;2
69027;Brignais;5
69029;Bron;16
69034;Caluire-et-Cuire;19
69040;Champagne-au-Mont-d'Or;2
69043;Chaponost;3
69069;Craponne;3
69072;Dardilly;3
69081;Écully;9
69088;Fontaines-sur-Saône;3
69089;Francheville;5
69091;Givors;8
69092;Gleizé;3
69096;Grigny;3
69100;Irigny;3
69142;La Mulatière;3
69143;Neuville-sur-Saône;4
69149;Oullins;11
69152;Pierre-Bénite;6
69191;Saint-Cyr-au-Mont-d'Or;2
69194;Saint-Didier-au-Mont-d'Or;2
69199;Saint-Fons;8
69202;Sainte-Foy-lès-Lyon;10
69204;Saint-Genis-Laval;10
69243;Tarare;4
69244;Tassin-la-Demi-Lune;5
69256;Vaulx-en-Velin;18
69259;Vénissieux;24
69264;Villefranche-sur-Saône;13
69266;Villeurbanne;48
69271;Chassieu;5
69273;Corbas;4
69275;Décines-Charpieu;12
69276;Feyzin;3
69277;Genas;4
69279;Jonage;2
69282;Meyzieu;15
69283;Mions;4
69286;Rillieux-la-Pape;12
69287;Saint-Bonnet-de-Mure;2
69290;Saint-Priest;20
69291;Saint-Symphorien-d'Ozon;2
69381;Lyon 1er Arrondissement;11
69382;Lyon 2e Arrondissement;15
69383;Lyon 3e Arrondissement;32
69384;Lyon 4e Arrondissement;15
69385;Lyon 5e Arrondissement;21
69386;Lyon 6e Arrondissement;21
69387;Lyon 7e Arrondissement;24
69388;Lyon 8e Arrondissement;27
69389;Lyon 9e Arrondissement;19
70279;Gray;3
70285;Héricourt;4
70310;Lure;3
70311;Luxeuil-les-Bains;4
70550;Vesoul;7
71014;Autun;10
71040;Blanzy;3
71047;Bourbon-Lancy;2
71073;Chagny;2
71076;Chalon-sur-Saône;23
71105;Charnay-lès-Mâcon;3
71118;Châtenoy-le-Royal;3
71153;Le Creusot;15
71176;Digoin;4
71230;Gueugnon;5
71263;Louhans;2
71270;Mâcon;20
71306;Montceau-les-Mines;10
71310;Montchanin;2
71342;Paray-le-Monial;4
71445;Saint-Marcel;2
71475;Saint-Rémy;3
71486;Saint-Vallier;4
71499;Sanvignes-les-Mines;2
71543;Tournus;2
72003;Allonnes;5
72008;Arnage;2
72058;Changé;2
72071;Château-du-Loir;2
72095;Coulaines;3
72124;Écommoy;2
72132;La Ferté-Bernard;5
72154;La Flèche;7
72176;Le Lude;2
72180;Mamers;2
72181;Le Mans;71
72213;Mulsanne;2
72264;Sablé-sur-Sarthe;7
73008;Aix-les-Bains;11
73011;Albertville;6
73054;Bourg-Saint-Maurice;2
73065;Chambéry;22
73087;Cognin;2
73179;La Motte-Servolex;4
73213;La Ravoire;3
73222;Saint-Alban-Leysse;2
73248;Saint-Jean-de-Maurienne;4
73303;Ugine;3
74008;Ambilly;2
74010;Annecy;23
74011;Annecy-le-Vieux;8
74012;Annemasse;10
74042;Bonneville;5
74056;Chamonix-Mont-Blanc;4
74081;Cluses;7
74093;Cran-Gevrier;9
74119;Évian-les-Bains;2
74123;Faverges;2
74133;Gaillard;4
74164;Marignier;2
74182;Meythet;3
74208;Passy;4
74213;Poisy;2
74220;Reignier-Ésery;2
74224;La Roche-sur-Foron;3
74225;Rumilly;4
74236;Saint-Gervais-les-Bains;2
74242;Saint-Jorioz;2
74243;Saint-Julien-en-Genevois;4
74250;Saint-Pierre-en-Faucigny;2
74256;Sallanches;7
74264;Scionzier;2
74268;Seynod;7
74280;Thônes;2
74281;Thonon-les-Bains;10
74298;Vétraz-Monthoux;2
74305;Ville-la-Grand;3
75101;Paris 1er Arrondissement;17
75102;Paris 2e Arrondissement;14
75103;Paris 3e Arrondissement;17
75104;Paris 4e Arrondissement;21
75105;Paris 5e Arrondissement;31
75106;Paris 6e Arrondissement;23
75107;Paris 7e Arrondissement;36
75108;Paris 8e Arrondissement;32
75109;Paris 9e Arrondissement;34
75110;Paris 10e Arrondissement;42
75111;Paris 11e Arrondissement;63
75112;Paris 12e Arrondissement;63
75113;Paris 13e Arrondissement;73
75114;Paris 14e Arrondissement;59
75115;Paris 15e Arrondissement;96
75116;Paris 16e Arrondissement;83
75117;Paris 17e Arrondissement;65
75118;Paris 18e Arrondissement;75
75119;Paris 19e Arrondissement;75
75120;Paris 20e Arrondissement;73
76057;Barentin;5
76095;Bihorel;3
76103;Bonsecours;3
76108;Bois-Guillaume;5
76114;Bolbec;4
76157;Canteleu;7
76165;Caudebec-lès-Elbeuf;4
76178;Cléon;2
76212;Darnétal;4
76216;Déville-lès-Rouen;4
76217;Dieppe;16
76231;Elbeuf;8
76255;Eu;3
76259;Fécamp;11
76305;Gonfreville-l'Orcher;6
76312;Gournay-en-Bray;3
76319;Grand-Couronne;6
76322;Le Grand-Quevilly;11
76341;Harfleur;5
76351;Le Havre;87
76384;Lillebonne;5
76402;Malaunay;3
76410;Maromme;6
76429;Le Mesnil-Esnard;3
76447;Montivilliers;9
76451;Mont-Saint-Aignan;11
76474;Notre-Dame-de-Bondeville;5
76475;Franqueville-Saint-Pierre;2
76476;Notre-Dame-de-Gravenchon;4
76484;Oissel;8
76495;Pavilly;3
76497;Petit-Couronne;5
76498;Le Petit-Quevilly;12
76540;Rouen;42
76552;Sainte-Adresse;4
76561;Saint-Aubin-lès-Elbeuf;4
76575;Saint-Étienne-du-Rouvray;19
76640;Saint-Pierre-lès-Elbeuf;3
76681;Sotteville-lès-Rouen;14
76709;Le Trait;2
76711;Le Tréport;3
76758;Yvetot;5
77014;Avon;5
77037;Bois-le-Roi;2
77053;Brie-Comte-Robert;3
77058;Bussy-Saint-Georges;5
77067;Cesson;4
77079;Champagne-sur-Seine;3
77083;Champs-sur-Marne;7
77108;Chelles;16
77118;Claye-Souilly;4
77122;Combs-la-Ville;11
77131;Coulommiers;5
77139;Courtry;2
77152;Dammarie-les-Lys;11
77153;Dammartin-en-Goële;3
77169;Émerainville;2
77171;Esbly;2
77183;La Ferté-sous-Jouarre;2
77186;Fontainebleau;8
77215;Gretz-Armainvilliers;3
77243;Lagny-sur-Marne;8
77249;Lésigny;3
77251;Lieusaint;3
77258;Lognes;6
77284;Meaux;24
77285;Le Mée-sur-Seine;9
77288;Melun;15
77294;Mitry-Mory;7
77296;Moissy-Cramayel;6
77305;Montereau-Fault-Yonne;8
77326;Nandy;3
77327;Nangis;3
77330;Nanteuil-lès-Meaux;2
77333;Nemours;5
77337;Noisiel;7
77349;Othis;2
77350;Ozoir-la-Ferrière;9
77373;Pontault-Combault;11
77379;Provins;5
77390;Roissy-en-Brie;9
77407;Saint-Fargeau-Ponthierry;6
77431;Saint-Pierre-lès-Nemours;2
77438;Saint-Thibault-des-Vignes;2
77445;Savigny-le-Temple;9
77458;Souppes-sur-Loing;2
77464;Thorigny-sur-Marne;3
77468;Torcy;11
77470;Tournan-en-Brie;3
77479;Vaires-sur-Marne;5
77487;Vaux-le-Pénil;4
77495;Vert-Saint-Denis;3
77514;Villeparisis;6
78005;Achères;9
78015;Andrésy;6
78029;Aubergenville;6
78062;Beynes;3
78073;Bois-d'Arcy;6
78092;Bougival;4
78117;Buc;2
78123;Carrières-sous-Poissy;6
78124;Carrières-sur-Seine;5
78126;La Celle-Saint-Cloud;11
78133;Chambourcy;2
78138;Chanteloup-les-Vignes;5
78146;Chatou;13
78158;Le Chesnay;13
78160;Chevreuse;2
78165;Les Clayes-sous-Bois;6
78172;Conflans-Sainte-Honorine;15
78190;Croissy-sur-Seine;4
78208;Élancourt;8
78217;Épône;3
78220;Les Essarts-le-Roi;2
78242;Fontenay-le-Fleury;6
78267;Gargenville;3
78297;Guyancourt;9
78311;Houilles;14
78322;Jouy-en-Josas;4
78335;Limay;6
78350;Louveciennes;3
78354;Magnanville;3
78356;Magny-les-Hameaux;4
78358;Maisons-Laffitte;10
78361;Mantes-la-Jolie;20
78362;Mantes-la-Ville;8
78372;Marly-le-Roi;8
78380;Maule;2
78383;Maurepas;9
78396;Le Mesnil-le-Roi;3
78397;Le Mesnil-Saint-Denis;3
78401;Meulan-en-Yvelines;4
78418;Montesson;6
78423;Montigny-le-Bretonneux;16
78440;Les Mureaux;12
78455;Noisy-le-Roi;3
78481;Le Pecq;8
78486;Le Perray-en-Yvelines;2
78490;Plaisir;12
78498;Poissy;17
78517;Rambouillet;10
78537;Saint-Arnoult-en-Yvelines;2
78545;Saint-Cyr-l'École;7
78551;Saint-Germain-en-Laye;19
78571;Saint-Nom-la-Bretèche;2
78575;Saint-Rémy-lès-Chevreuse;3
78586;Sartrouville;22
78621;Trappes;12
78624;Triel-sur-Seine;3
78640;Vélizy-Villacoublay;11
78642;Verneuil-sur-Seine;5
78643;Vernouillet;4
78644;La Verrière;3
78646;Versailles;36
78650;Le Vésinet;5
78674;Villepreux;4
78686;Viroflay;8
78688;Voisins-le-Bretonneux;5
79003;Aiffres;2
79049;Bressuire;13
79079;Mauléon;7
79081;Chauray;2
79191;Niort;26
79202;Parthenay;5
79270;Saint-Maixent-l'École;4
79329;Thouars;6
80001;Abbeville;8
80016;Albert;3
80021;Amiens;58
80253;Doullens;3
80410;Ham;2
80620;Péronne;4
81004;Albi;21
81021;Aussillon;6
81060;Carmaux;5
81065;Castres;21
81099;Gaillac;5
81105;Graulhet;7
81120;Labruguière;2
81140;Lavaur;4
81163;Mazamet;7
81257;Saint-Juéry;3
82033;Castelsarrasin;6
82037;Caussade;2
82112;Moissac;5
82121;Montauban;25
83004;Les Arcs;2
83009;Bandol;3
83016;Le Beausset;3
83019;Bormes-les-Mimosas;3
83023;Brignoles;6
83034;Carqueiranne;3
83036;Cavalaire-sur-Mer;2
83042;Cogolin;4
83047;La Crau;5
83049;Cuers;3
83050;Draguignan;12
83054;La Farlède;3
83061;Fréjus;19
83062;La Garde;10
83069;Hyères;29
83070;Le Lavandou;2
83071;La Londe-les-Maures;3
83072;Lorgues;3
83073;Le Luc;3
83086;Le Muy;3
83090;Ollioules;5
83098;Le Pradet;4
83099;Puget-sur-Argens;2
83107;Roquebrune-sur-Argens;4
83112;Saint-Cyr-sur-Mer;3
83115;Sainte-Maxime;5
83116;Saint-Maximin-la-Sainte-Baume;6
83118;Saint-Raphaël;13
83119;Saint-Tropez;2
83123;Sanary-sur-Mer;7
83126;La Seyne-sur-Mer;25
83129;Six-Fours-les-Plages;14
83130;Solliès-Pont;5
83137;Toulon;70
83144;La Valette-du-Var;8
83148;Vidauban;3
83153;Saint-Mandrier-sur-Mer;2
84003;Apt;5
84007;Avignon;36
84016;Bédarrides;2
84019;Bollène;6
84031;Carpentras;9
84035;Cavaillon;11
84039;Courthézon;2
84043;Entraigues-sur-la-Sorgue;3
84054;L'Isle-sur-la-Sorgue;6
84080;Monteux;4
84081;Morières-lès-Avignon;3
84087;Orange;12
84088;Pernes-les-Fontaines;4
84089;Pertuis;7
84092;Le Pontet;7
84122;Sarrians;2
84129;Sorgues;7
84132;Le Thor;3
84137;Vaison-la-Romaine;2
84138;Valréas;4
84141;Vedène;4
85003;Aizenay;2
85047;Challans;6
85060;Château-d'Olonne;5
85092;Fontenay-le-Comte;7
85109;Les Herbiers;6
85113;L'Île-d'Yeu;2
85128;Luçon;4
85146;Montaigu;2
85151;Mortagne-sur-Sèvre;2
85163;Noirmoutier-en-l'Île;2
85166;Olonne-sur-Mer;4
85182;Pouzauges;2
85191;La Roche-sur-Yon;24
85194;Les Sables-d'Olonne;6
85222;Saint-Gilles-Croix-de-Vie;3
85226;Saint-Hilaire-de-Riez;3
85234;Saint-Jean-de-Monts;2
85288;Talmont-Saint-Hilaire;2
86041;Buxerolles;4
86062;Chasseneuil-du-Poitou;3
86066;Châtellerault;17
86070;Chauvigny;4
86115;Jaunay-Clan;4
86137;Loudun;4
86158;Migné-Auxances;3
86165;Montmorillon;3
86174;Naintré;2
86194;Poitiers;41
86214;Saint-Benoît;5
87001;Aixe-sur-Vienne;2
87002;Ambazac;2
87011;Bellac;2
87048;Condat-sur-Vienne;2
87050;Couzeix;3
87065;Feytiat;3
87075;Isle;3
87085;Limoges;56
87113;Le Palais-sur-Vienne;3
87114;Panazol;4
87154;Saint-Junien;5
87161;Saint-Léonard-de-Noblat;2
87187;Saint-Yrieix-la-Perche;3
88160;Épinal;14
88196;Gérardmer;3
88209;Golbey;5
88304;Mirecourt;3
88321;Neufchâteau;3
88372;Raon-l'Étape;2
88383;Remiremont;4
88413;Saint-Dié-des-Vosges;13
88516;Vittel;2
89024;Auxerre;19
89025;Avallon;3
89206;Joigny;4
89257;Migennes;4
89287;Paron;2
89345;Saint-Florentin;3
89387;Sens;14
89418;Tonnerre;2
89464;Villeneuve-sur-Yonne;2
90009;Beaucourt;2
90010;Belfort;20
90033;Delle;3
91021;Arpajon;4
91027;Athis-Mons;14
91086;Bondoufle;7
91103;Brétigny-sur-Orge;7
91105;Breuillet;3
91114;Brunoy;5
91122;Bures-sur-Yvette;4
91161;Chilly-Mazarin;8
91174;Corbeil-Essonnes;17
91182;Courcouronnes;7
91191;Crosne;4
91200;Dourdan;4
91201;Draveil;11
91215;Épinay-sous-Sénart;4
91216;Épinay-sur-Orge;5
91223;Étampes;9
91228;Évry;22
91235;Fleury-Mérogis;3
91272;Gif-sur-Yvette;10
91286;Grigny;9
91312;Igny;4
91326;Juvisy-sur-Orge;5
91340;Lisses;7
91345;Longjumeau;8
91363;Marcoussis;3
91377;Massy;13
91386;Mennecy;5
91421;Montgeron;10
91432;Morangis;4
91434;Morsang-sur-Orge;8
91471;Orsay;6
91477;Palaiseau;9
91479;Paray-Vieille-Poste;4
91521;Ris-Orangis;12
91549;Sainte-Geneviève-des-Bois;15
91552;Saint-Germain-lès-Arpajon;4
91553;Saint-Germain-lès-Corbeil;3
91570;Saint-Michel-sur-Orge;8
91589;Savigny-sur-Orge;16
91600;Soisy-sur-Seine;3
91645;Verrières-le-Buisson;9
91657;Vigneux-sur-Seine;10
91661;Villebon-sur-Yvette;3
91687;Viry-Châtillon;12
91691;Yerres;7
91692;Les Ulis;8
92002;Antony;27
92004;Asnières-sur-Seine;32
92007;Bagneux;17
92009;Bois-Colombes;12
92012;Boulogne-Billancourt;42
92014;Bourg-la-Reine;8
92019;Châtenay-Malabry;14
92020;Châtillon;11
92022;Chaville;9
92023;Clamart;21
92024;Clichy;22
92025;Colombes;33
92026;Courbevoie;31
92032;Fontenay-aux-Roses;11
92033;Garches;8
92035;La Garenne-Colombes;11
92036;Gennevilliers;19
92040;Issy-les-Moulineaux;18
92044;Levallois-Perret;24
92046;Malakoff;11
92048;Meudon;19
92049;Montrouge;17
92050;Nanterre;38
92051;Neuilly-sur-Seine;26
92060;Le Plessis-Robinson;9
92062;Puteaux;18
92063;Rueil-Malmaison;31
92064;Saint-Cloud;12
92071;Sceaux;8
92072;Sèvres;10
92073;Suresnes;15
92075;Vanves;11
92076;Vaucresson;4
92077;Ville-d'Avray;6
92078;Villeneuve-la-Garenne;10
93001;Aubervilliers;28
93005;Aulnay-sous-Bois;36
93006;Bagnolet;16
93007;Le Blanc-Mesnil;21
93008;Bobigny;19
93010;Bondy;22
93013;Le Bourget;7
93014;Clichy-sous-Bois;13
93027;La Courneuve;14
93029;Drancy;29
93030;Dugny;4
93031;Épinay-sur-Seine;19
93032;Gagny;17
93033;Gournay-sur-Marne;3
93039;L'Île-Saint-Denis;3
93045;Les Lilas;10
93046;Livry-Gargan;18
93047;Montfermeil;12
93048;Montreuil;41
93049;Neuilly-Plaisance;9
93050;Neuilly-sur-Marne;15
93051;Noisy-le-Grand;21
93053;Noisy-le-Sec;17
93055;Pantin;18
93057;Les Pavillons-sous-Bois;9
93059;Pierrefitte-sur-Seine;9
93061;Le Pré-Saint-Gervais;7
93062;Le Raincy;6
93063;Romainville;11
93064;Rosny-sous-Bois;17
93066;Saint-Denis;39
93070;Saint-Ouen;18
93071;Sevran;21
93072;Stains;16
93073;Tremblay-en-France;13
93074;Vaujours;2
93077;Villemomble;12
93078;Villepinte;16
93079;Villetaneuse;5
94002;Alfortville;15
94003;Arcueil;9
94004;Boissy-Saint-Léger;6
94011;Bonneuil-sur-Marne;8
94015;Bry-sur-Marne;6
94016;Cachan;11
94017;Champigny-sur-Marne;33
94018;Charenton-le-Pont;10
94019;Chennevières-sur-Marne;8
94021;Chevilly-Larue;9
94022;Choisy-le-Roi;14
94028;Créteil;31
94033;Fontenay-sous-Bois;21
94034;Fresnes;10
94037;Gentilly;8
94038;L'Haÿ-les-Roses;12
94041;Ivry-sur-Seine;22
94042;Joinville-le-Pont;8
94043;Le Kremlin-Bicêtre;9
94044;Limeil-Brévannes;7
94046;Maisons-Alfort;23
94048;Marolles-en-Brie;3
94052;Nogent-sur-Marne;11
94054;Orly;9
94055;Ormesson-sur-Marne;5
94058;Le Perreux-sur-Marne;13
94059;Le Plessis-Trévise;7
94060;La Queue-en-Brie;5
94065;Rungis;5
94067;Saint-Mandé;9
94068;Saint-Maur-des-Fossés;34
94069;Saint-Maurice;4
94071;Sucy-en-Brie;11
94073;Thiais;12
94074;Valenton;5
94075;Villecresnes;4
94076;Villejuif;21
94077;Villeneuve-le-Roi;8
94078;Villeneuve-Saint-Georges;13
94079;Villiers-sur-Marne;9
94080;Vincennes;17
94081;Vitry-sur-Seine;37
95018;Argenteuil;37
95019;Arnouville;6
95039;Auvers-sur-Oise;3
95051;Beauchamp;5
95052;Beaumont-sur-Oise;4
95060;Bessancourt;3
95063;Bezons;11
95091;Bouffémont;3
95127;Cergy;27
95176;Cormeilles-en-Parisis;6
95197;Deuil-la-Barre;9
95199;Domont;7
95203;Eaubonne;10
95205;Écouen;3
95210;Enghien-les-Bains;5
95218;Éragny;8
95219;Ermont;12
95229;Ézanville;4
95250;Fosses;4
95252;Franconville;16
95268;Garges-lès-Gonesse;15
95277;Gonesse;12
95280;Goussainville;11
95288;Groslay;3
95306;Herblay;9
95313;L'Isle-Adam;5
95323;Jouy-le-Moutier;7
95351;Louvres;3
95371;Marly-la-Ville;2
95388;Menucourt;2
95394;Méry-sur-Oise;4
95424;Montigny-lès-Cormeilles;7
95427;Montmagny;7
95428;Montmorency;11
95476;Osny;8
95480;Parmain;2
95487;Persan;5
95488;Pierrelaye;6
95491;Le Plessis-Bouchard;5
95500;Pontoise;10
95539;Saint-Brice-sous-Forêt;7
95555;Saint-Gratien;8
95563;Saint-Leu-la-Forêt;7
95572;Saint-Ouen-l'Aumône;11
95574;Saint-Prix;4
95582;Sannois;10
95585;Sarcelles;25
95598;Soisy-sous-Montmorency;7
95607;Taverny;13
95637;Vauréal;6
95680;Villiers-le-Bel;14
